Problem-JAC,Jaccard,Correctness-JAC,Sys-JAC,Problem-PF,SOFAIxPlansformers,Correctness-PF,Sys-PF,Problem-MIX,SOFAI,Correctness-MIX,Sys-MIX,Problem-FD,FD,Correctness-FD,Sys-FD
problem_13_0001,11781.2,1,2,problem_13_0001,27954.42224,0.533333333,1,problem_13_0002,60000,0,-1,problem_13_0001,11359.4,1,2
problem_13_0002,60000,0,-1,problem_13_0002,26303.23601,0.8,1,problem_13_0003,55000,0.9375,1,problem_13_0002,60000,0,-1
problem_13_0003,60000,0,-1,problem_13_0003,26194.37408,0.9375,1,problem_13_0004,55000,0.75,1,problem_13_0003,60000,0,-1
problem_13_0004,60000,0,-1,problem_13_0004,25059.84998,0.8125,1,problem_13_0005,21544.1668,1,2,problem_13_0004,60000,0,-1
problem_13_0005,796.875,1,2,problem_13_0005,781.25,1,2,problem_13_0006,24902.56,1,2,problem_13_0005,765.625,1,2
problem_13_0006,265.625,1,2,problem_13_0006,28889.48798,0.75,1,problem_13_0007,60000,0,-1,problem_13_0006,250,1,2
problem_13_0007,45703.1,1,2,problem_13_0007,21154.69813,0.764705882,1,problem_13_0008,55000,0.857142857,1,problem_13_0007,45671.9,1,2
problem_13_0008,60000,0,-1,problem_13_0008,60000,0,-1,problem_13_0009,60000,0,-1,problem_13_0008,60000,0,-1
problem_13_0009,60000,0,-1,problem_13_0009,31068.76016,0.642857143,1,problem_13_0010,43980.0258,1,2,problem_13_0009,60000,0,-1
problem_13_0010,21718.8,1,2,problem_13_0010,23569.35406,0.8125,1,problem_13_0011,1796.88,1,2,problem_13_0010,21015.6,1,2
problem_13_0011,1796.88,1,2,problem_13_0011,28540.09819,0.6,1,problem_13_0012,55000,0.866666667,1,problem_13_0011,1781.25,1,2
problem_13_0012,60000,0,-1,problem_13_0012,27711.39812,0.866666667,1,problem_13_0013,19118.47401,1,2,problem_13_0012,60000,0,-1
problem_13_0013,234.375,1,2,problem_13_0013,21854.11525,0.823529412,1,problem_13_0014,60000,0,-1,problem_13_0013,234.375,1,2
problem_13_0014,38953.1,1,2,problem_13_0014,28862.56957,0.8,1,problem_13_0015,55000,0.6,1,problem_13_0014,38218.8,1,2
problem_13_0015,60000,0,-1,problem_13_0015,27017.2894,0.733333333,1,problem_13_0016,55000,0.733333333,1,problem_13_0015,60000,0,-1
problem_13_0016,60000,0,-1,problem_13_0016,60000,0,-1,problem_13_0017,55000,0.733333333,1,problem_13_0016,60000,0,-1
problem_13_0017,60000,0,-1,problem_13_0017,23742.70034,0.8,1,problem_13_0018,55000,0.571428571,1,problem_13_0017,60000,0,-1
problem_13_0018,60000,0,-1,problem_13_0018,27863.38973,0.571428571,1,problem_13_0019,55000,0.9375,1,problem_13_0018,60000,0,-1
problem_13_0019,60000,0,-1,problem_13_0019,25100.14176,0.9375,1,problem_13_0020,55000,0.571428571,1,problem_13_0019,60000,0,-1
problem_13_0020,60000,0,-1,problem_13_0020,28460.22081,0.642857143,1,problem_13_0021,55000,0.733333333,1,problem_13_0020,60000,0,-1
problem_13_0021,60000,0,-1,problem_13_0021,22890.01536,0.733333333,1,problem_13_0022,13656.2,1,2,problem_13_0021,60000,0,-1
problem_13_0022,13625,1,2,problem_13_0022,13671.9,1,2,problem_13_0023,60000,0,-1,problem_13_0022,13500,1,2
problem_13_0023,60000,0,-1,problem_13_0023,28506.06775,0.6,1,problem_13_0024,55000,0.8,1,problem_13_0023,60000,0,-1
problem_13_0024,60000,0,-1,problem_13_0024,28030.96294,0.8,1,problem_13_0025,55000,0.857142857,1,problem_13_0024,60000,0,-1
problem_13_0025,60000,0,-1,problem_13_0025,60000,0,-1,problem_13_0026,55000,0.642857143,1,problem_13_0025,60000,0,-1
problem_13_0026,60000,0,-1,problem_13_0026,26764.80818,0.714285714,1,problem_13_0027,55000,0.866666667,1,problem_13_0026,60000,0,-1
problem_13_0027,60000,0,-1,problem_13_0027,29846.29273,0.8,1,problem_13_0028,23874.29881,1,1,problem_13_0027,60000,0,-1
problem_13_0028,6640.62,1,2,problem_13_0028,29030.89929,0.933333333,1,problem_13_0029,55000,0.866666667,1,problem_13_0028,6578.12,1,2
problem_13_0029,60000,0,-1,problem_13_0029,27768.30697,0.866666667,1,problem_13_0030,60000,0,-1,problem_13_0029,60000,0,-1
problem_13_0030,60000,0,-1,problem_13_0030,28072.50118,0.714285714,1,problem_13_0031,55000,0.866666667,1,problem_13_0030,60000,0,-1
problem_13_0031,60000,0,-1,problem_13_0031,25102.3519,0.8,1,problem_13_0032,60000,0,-1,problem_13_0031,60000,0,-1
problem_13_0032,60000,0,-1,problem_13_0032,60000,0,-1,problem_13_0033,60000,0,-1,problem_13_0032,60000,0,-1
problem_13_0033,60000,0,-1,problem_13_0033,23365.08417,0.571428571,1,problem_13_0034,60000,0,-1,problem_13_0033,60000,0,-1
problem_13_0034,60000,0,-1,problem_13_0034,26630.65028,0.642857143,1,problem_13_0035,21079.46968,1,2,problem_13_0034,60000,0,-1
problem_13_0035,109.375,1,2,problem_13_0035,23513.56697,0.875,1,problem_13_0036,55000,0.733333333,1,problem_13_0035,109.375,1,2
problem_13_0036,60000,0,-1,problem_13_0036,26148.31543,0.733333333,1,problem_13_0037,18250,1,2,problem_13_0036,60000,0,-1
problem_13_0037,18234.4,1,2,problem_13_0037,21088.4583,0.733333333,1,problem_13_0038,60000,0,-1,problem_13_0037,17953.1,1,2
problem_13_0038,60000,0,-1,problem_13_0038,60000,0,-1,problem_13_0039,55000,0.882352941,1,problem_13_0038,60000,0,-1
problem_13_0039,11.79599762,0.941176471,1,problem_13_0039,24169.86537,0.882352941,1,problem_13_0040,55000,0.866666667,1,problem_13_0039,60000,0,-1
problem_13_0040,60000,0,-1,problem_13_0040,26263.18359,0.733333333,1,problem_13_0041,60000,0,-1,problem_13_0040,60000,0,-1
problem_13_0041,60000,0,-1,problem_13_0041,31481.22549,0.571428571,1,problem_13_0042,51554.81175,1,2,problem_13_0041,60000,0,-1
problem_13_0042,30484.4,1,2,problem_13_0042,22882.37572,0.764705882,1,problem_13_0043,60000,0,-1,problem_13_0042,29640.6,1,2
problem_13_0043,60000,0,-1,problem_13_0043,60000,0,-1,problem_13_0044,49110.69179,1,2,problem_13_0043,60000,0,-1
problem_13_0044,24359.4,1,2,problem_13_0044,21547.05143,0.705882353,1,problem_13_0045,60000,0,-1,problem_13_0044,25000,1,2
problem_13_0045,60000,0,-1,problem_13_0045,60000,0,-1,problem_13_0046,60000,0,-1,problem_13_0045,60000,0,-1
problem_13_0046,60000,0,-1,problem_13_0046,25415.63535,0.8,1,problem_13_0047,55000,0.666666667,1,problem_13_0046,60000,0,-1
problem_13_0047,60000,0,-1,problem_13_0047,25218.79339,0.666666667,1,problem_13_0048,55000,0.8125,1,problem_13_0047,60000,0,-1
problem_13_0048,10.92410088,0.5,1,problem_13_0048,20995.86034,0.6875,1,problem_13_0049,55000,0.875,1,problem_13_0048,60000,0,-1
problem_13_0049,60000,0,-1,problem_13_0049,24864.39919,0.875,1,problem_13_0050,55000,0.875,1,problem_13_0049,60000,0,-1
problem_13_0050,60000,0,-1,problem_13_0050,23730.79252,0.875,1,problem_13_0051,51895.74763,1,2,problem_13_0050,60000,0,-1
problem_13_0051,25234.4,1,2,problem_13_0051,28431.53119,0.714285714,1,problem_13_0052,60000,0,-1,problem_13_0051,24859.4,1,2
problem_13_0052,47078.1,1,2,problem_13_0052,17694.14926,0.75,1,problem_13_0053,55000,0.857142857,1,problem_13_0052,46984.4,1,2
problem_13_0053,60000,0,-1,problem_13_0053,31264.57763,0.642857143,1,problem_13_0054,55000,0.571428571,1,problem_13_0053,60000,0,-1
problem_13_0054,60000,0,-1,problem_13_0054,27840.72018,0.642857143,1,problem_13_0055,22972.66699,1,2,problem_13_0054,60000,0,-1
problem_13_0055,1718.75,1,2,problem_13_0055,22484.59864,0.875,1,problem_13_0056,25196.38467,1,1,problem_13_0055,1640.62,1,2
problem_13_0056,60000,0,-1,problem_13_0056,26269.72771,1,1,problem_13_0057,21875,1,2,problem_13_0056,60000,0,-1
problem_13_0057,22078.1,1,2,problem_13_0057,22448.32444,0.733333333,1,problem_13_0058,55000,0.875,1,problem_13_0057,21671.9,1,2
problem_13_0058,60000,0,-1,problem_13_0058,23720.07656,0.6875,1,problem_13_0059,55000,0.866666667,1,problem_13_0058,60000,0,-1
problem_13_0059,60000,0,-1,problem_13_0059,25867.10596,0.866666667,1,problem_13_0060,50234.4,1,2,problem_13_0059,60000,0,-1
problem_13_0060,49796.9,1,2,problem_13_0060,50046.9,1,2,problem_13_0061,55000,0.6,1,problem_13_0060,48796.9,1,2
problem_13_0061,60000,0,-1,problem_13_0061,26278.3761,0.733333333,1,problem_13_0062,55000,0.866666667,1,problem_13_0061,60000,0,-1
problem_13_0062,60000,0,-1,problem_13_0062,28813.13372,1,1,problem_13_0063,55000,0.8125,1,problem_13_0062,60000,0,-1
problem_13_0063,60000,0,-1,problem_13_0063,24989.38274,0.8125,1,problem_13_0064,55000,0.8,1,problem_13_0063,60000,0,-1
problem_13_0064,60000,0,-1,problem_13_0064,24031.70705,0.8,1,problem_13_0065,55000,0.8125,1,problem_13_0064,60000,0,-1
problem_13_0065,60000,0,-1,problem_13_0065,26879.85587,0.875,1,problem_13_0066,55000,0.785714286,1,problem_13_0065,60000,0,-1
problem_13_0066,60000,0,-1,problem_13_0066,31542.24539,0.785714286,1,problem_13_0067,55000,0.928571429,1,problem_13_0066,60000,0,-1
problem_13_0067,60000,0,-1,problem_13_0067,26833.51207,0.928571429,1,problem_13_0068,23105.41725,1,2,problem_13_0067,60000,0,-1
problem_13_0068,234.375,1,2,problem_13_0068,24603.84965,0.8,1,problem_13_0069,39156.2,1,2,problem_13_0068,218.75,1,2
problem_13_0069,39203.1,1,2,problem_13_0069,39125,1,2,problem_13_0070,31462.75139,1,2,problem_13_0069,37875,1,2
problem_13_0070,3843.75,1,2,problem_13_0070,19893.86916,0.75,1,problem_13_0071,27789.11448,1,2,problem_13_0070,3750,1,2
problem_13_0071,687.5,1,2,problem_13_0071,27578.65715,0.8125,1,problem_13_0072,21358.02579,1,2,problem_13_0071,687.5,1,2
problem_13_0072,296.875,1,2,problem_13_0072,21296.12589,0.8,1,problem_13_0073,55000,0.857142857,1,problem_13_0072,296.875,1,2
problem_13_0073,60000,0,-1,problem_13_0073,29215.30986,0.857142857,1,problem_13_0074,60000,0,-1,problem_13_0073,60000,0,-1
problem_13_0074,39390.6,1,2,problem_13_0074,25364.47263,0.8,1,problem_13_0075,60000,0,-1,problem_13_0074,39437.5,1,2
problem_13_0075,60000,0,-1,problem_13_0075,25300.74215,0.866666667,1,problem_13_0076,6593.75,1,2,problem_13_0075,60000,0,-1
problem_13_0076,6546.88,1,2,problem_13_0076,6562.5,1,2,problem_13_0077,22484.5407,1,2,problem_13_0076,6437.5,1,2
problem_13_0077,687.5,1,2,problem_13_0077,23163.93709,0.8125,1,problem_13_0078,55000,0.785714286,1,problem_13_0077,640.625,1,2
problem_13_0078,60000,0,-1,problem_13_0078,27691.50996,0.785714286,1,problem_13_0079,18272.61233,1,2,problem_13_0078,60000,0,-1
problem_13_0079,31.25,1,2,problem_13_0079,22940.26637,0.6875,1,problem_13_0080,55000,0.666666667,1,problem_13_0079,31.25,1,2
problem_13_0080,60000,0,-1,problem_13_0080,27814.87489,0.8,1,problem_13_0081,55000,0.666666667,1,problem_13_0080,60000,0,-1
problem_13_0081,60000,0,-1,problem_13_0081,29712.8365,0.666666667,1,problem_13_0082,22934.04984,1,2,problem_13_0081,60000,0,-1
problem_13_0082,125,1,2,problem_13_0082,24514.69302,0.888888889,1,problem_13_0083,24823.62915,1,2,problem_13_0082,125,1,2
problem_13_0083,5703.12,1,2,problem_13_0083,15433.81691,0.6875,1,problem_13_0084,55000,0.8,1,problem_13_0083,5640.62,1,2
problem_13_0084,60000,0,-1,problem_13_0084,60000,0,-1,problem_13_0085,20549.27111,1,2,problem_13_0084,60000,0,-1
problem_13_0085,78.125,1,2,problem_13_0085,15939.56232,0.842105263,1,problem_13_0086,55000,0.8,1,problem_13_0085,78.125,1,2
problem_13_0086,60000,0,-1,problem_13_0086,27105.45921,0.8,1,problem_13_0087,55000,0.5,1,problem_13_0086,60000,0,-1
problem_13_0087,60000,0,-1,problem_13_0087,30739.81571,0.5,1,problem_13_0088,55000,0.875,1,problem_13_0087,60000,0,-1
problem_13_0088,60000,0,-1,problem_13_0088,29962.66961,0.875,1,problem_13_0089,22365.50355,1,2,problem_13_0088,60000,0,-1
problem_13_0089,531.25,1,2,problem_13_0089,24480.68285,0.733333333,1,problem_13_0090,55000,0.75,1,problem_13_0089,515.625,1,2
problem_13_0090,60000,0,-1,problem_13_0090,27595.30616,0.875,1,problem_13_0091,55000,0.866666667,1,problem_13_0090,60000,0,-1
problem_13_0091,60000,0,-1,problem_13_0091,25708.8778,0.866666667,1,problem_13_0092,49481.64133,1,2,problem_13_0091,60000,0,-1
problem_13_0092,22359.4,1,2,problem_13_0092,24483.33716,0.785714286,1,problem_13_0093,55000,0.933333333,1,problem_13_0092,21703.1,1,2
problem_13_0093,60000,0,-1,problem_13_0093,28845.08395,0.866666667,1,problem_13_0094,55000,0.866666667,1,problem_13_0093,60000,0,-1
problem_13_0094,60000,0,-1,problem_13_0094,60000,0,-1,problem_13_0095,28555.78446,1,2,problem_13_0094,60000,0,-1
problem_13_0095,7375,1,2,problem_13_0095,23196.35057,0.8125,1,problem_13_0096,55000,0.785714286,1,problem_13_0095,7312.5,1,2
problem_13_0096,60000,0,-1,problem_13_0096,28876.1251,0.714285714,1,problem_13_0097,60000,0,-1,problem_13_0096,60000,0,-1
problem_13_0097,60000,0,-1,problem_13_0097,25622.65086,0.6,1,problem_13_0098,55000,0.785714286,1,problem_13_0097,60000,0,-1
problem_13_0098,60000,0,-1,problem_13_0098,23991.77575,0.928571429,1,problem_13_0099,55000,0.6875,1,problem_13_0098,60000,0,-1
problem_13_0099,60000,0,-1,problem_13_0099,23932.88279,0.75,1,problem_13_0100,48524.3938,1,2,problem_13_0099,60000,0,-1
